   5	  22	   0.3192538
   5	  23	   0.1065363
   5	  24	   0.4587475
   5	  25	   0.2035232
   5	  26	   0.3139300
   5	  27	   0.3523907
   5	  28	   0.4832413
   5	  29	   0.2986424
   5	  30	   0.1358032
   5	  31	   0.1847631
   5	  32	   0.1640250
   5	  33	   0.2316835
   5	  34	   0.2150894
   5	  35	   0.3915341
   5	  36	   0.1084581
   5	  38	   0.3329668
   5	  40	   0.3840393
   5	  43	   0.2763985
   5	  45	   0.4428436
   5	  46	   0.3522868
   5	  47	   0.1321456
   5	  49	   0.4621331
   5	  52	   0.4805591
   5	  53	   0.4028767
   5	  55	   0.2496203
   5	  57	   0.4886544
   5	  63	   0.2923172
   5	  65	   0.4245559
   5	  66	   0.3061288
   5	  68	   0.2383812
   5	  72	   0.4648011
   5	  73	   0.1259255
   5	  74	   0.1150866
   5	  77	   0.1918204
   5	  81	   0.4605916
   5	  82	   0.1546621
   5	  83	   0.4767524
   5	  84	   0.1370266
   5	  92	   0.4625534
   5	  95	   0.3201718
   5	  97	   0.2740233
   5	  99	   0.2619196
   5	 100	   0.3899072
   5	 102	   0.4265326
   5	 103	   0.4097392
   5	 106	   0.3769842
   5	 108	   0.3338804
   5	 110	   0.1519656
   5	 116	   0.4903452
   5	 119	   0.1659952
   5	 120	   0.1898052
   5	 121	   0.2703861
   5	 123	   0.3595777
   5	 125	   0.3472121
   5	 129	   0.1103838
   5	 132	   0.2518020
   5	 135	   0.4402826
   5	 143	   0.2646318
   5	 147	   0.3110698
   5	 150	   0.2063260
   5	 152	   0.3106371
   5	 168	   0.4156813
   5	 169	   0.2683904
   5	 170	   0.3411619
   5	 171	   0.3410951
   5	 172	   0.4311567
   5	 181	   0.4191085
   5	 189	   0.2551013
   5	 196	   0.2878072
   5	 198	   0.2128242
   5	 207	   0.4652824
   5	 208	   0.2803884
   5	 209	   0.3850929
   5	 213	   0.4112946
   5	 216	   0.1686811
   5	 222	   0.1048775
   5	 227	   0.3080642
   5	 231	   0.2960858
   5	 232	   0.4739193
   5	 233	   0.3923380
   5	 235	   0.2731137
   5	 239	   0.3372759
   5	 241	   0.1685574
   5	 242	   0.2609538
   5	 244	   0.2349428
   5	 250	   0.3935184
   5	 252	   0.3030630
   5	 254	   0.2372555
   5	 256	   0.1893135
   5	 257	   0.3302294
   5	 264	   0.4688525
   5	 267	   0.2417859
   5	 273	   0.4658706
   5	 281	   0.2777633
   5	 283	   0.1625805
   5	 288	   0.4418527
   5	 297	   0.4919811
   5	 299	   0.1394264
   5	 301	   0.2666928
   5	 307	   0.2455202
   5	 309	   0.2326628
   5	 310	   0.2916116
   5	 315	   0.3720755
   5	 323	   0.1734102
   5	 333	   0.4335737
   5	 336	   0.1539410
   5	 343	   0.1338555
   5	 346	   0.4037736
   5	 349	   0.3700576
   5	 351	   0.1278442
   5	 359	   0.2793660
   5	 367	   0.1253941
   5	 373	   0.3907658
   5	 377	   0.4537541
   5	 378	   0.4770834
   5	 384	   0.3302765
   5	 387	   0.2373109
   5	 390	   0.3146374
   5	 395	   0.3565189
   5	 399	   0.3509860
   5	 400	   0.2475567
   5	 404	   0.2489344
   5	 407	   0.2822628
   5	 410	   0.2758446
   5	 419	   0.4507966

